epoch,acc,loss,val_acc,val_loss
0,0.8975,0.2687103387216727,0.99625,0.011881102498931189
1,0.9204166666666667,0.19438922569155692,0.7445833333333334,0.5290708216528098
2,0.9341666666666667,0.16127927765250205,0.91625,0.19677271890143552
3,0.9358333333333333,0.17030264010032017,0.8125,0.46502401732684423
4,0.9454166666666667,0.15505584900577862,0.91125,0.21980346518258254
5,0.9525,0.1305689446379741,0.8370833333333333,0.574349530066053
6,0.9525,0.12835018297036488,0.84,0.3708757808121542
7,0.9641068444427147,0.10843239283074123,0.8154166666666667,0.5213856731417278
8,0.9616666666666667,0.09538405964771907,0.8033333333333333,0.42236404950420064
9,0.96125,0.10748515484233698,0.9345833333333333,0.174722523825864
10,0.9583333333333334,0.10568577986210585,0.9191666666666667,0.20306013219679395
11,0.9525,0.11693536310146252,0.8845833333333334,0.2795516261054824
12,0.9675,0.1004087023747464,0.9741666666666666,0.06599101950220453
13,0.9533333333333334,0.12120448696737487,0.89125,0.2693376275446887
14,0.9653589315525877,0.09291088480334449,0.6770833333333334,1.98550754040858
15,0.9683333333333334,0.10596437241882085,0.9720833333333333,0.07228209983479852
16,0.9595833333333333,0.09487658694386482,0.86,0.35657991749544937
17,0.9620833333333333,0.10102987540264924,0.9795833333333334,0.0570839494241712
18,0.9633333333333334,0.09102612469345331,0.8991666666666667,0.24832340850184362
19,0.9691666666666666,0.0800962588439385,0.9520833333333333,0.12278697021150341
20,0.9675,0.08074341948454579,0.9766666666666667,0.06570780385421433
21,0.9649415692821369,0.10508793480507718,0.9029166666666667,0.23131674021482468
22,0.9683333333333334,0.0797096132611235,0.9741666666666666,0.08007711279516419
23,0.9691666666666666,0.08217368424559633,0.9233333333333333,0.20515492187192041
24,0.9695833333333334,0.0795582647373279,0.9358333333333333,0.1758382293007647
25,0.9658333333333333,0.09434353428582351,0.92875,0.18816008006377766
26,0.9691666666666666,0.07929426391919454,0.9083333333333333,0.22931592319160699
27,0.96875,0.08482715186973412,0.9745833333333334,0.07057470818787502
28,0.9708333333333333,0.07862985794122021,0.9183333333333333,0.21107026869120696
29,0.9720367280788135,0.07396878558327638,0.9483333333333334,0.1260808998971091
30,0.9733333333333334,0.06991662954290707,0.9129166666666667,0.2202890001796186
31,0.9770833333333333,0.06321937507639329,0.90125,0.25264829143881795
32,0.9691666666666666,0.08079024547090133,0.95875,0.1084759081993252
33,0.9658333333333333,0.09029179052760204,0.9254166666666667,0.18612579468637705
34,0.9645833333333333,0.10046079943577449,0.9579166666666666,0.10968442906004687
35,0.9716666666666667,0.0830021054794391,0.9204166666666667,0.22513015722390264
36,0.971202003537912,0.07941504418601178,0.9020833333333333,0.24811995116372904
37,0.9720833333333333,0.07696975816041231,0.9679166666666666,0.08197510216695567
38,0.9679166666666666,0.0887276603654027,0.91875,0.2141161940743526
39,0.9716666666666667,0.07534108995149533,0.9554166666666667,0.10669127254669244
40,0.9708333333333333,0.07463797658371428,0.9216666666666666,0.2072455604436497
41,0.9666666666666667,0.08526715804512303,0.90125,0.2350424876684944
42,0.9666666666666667,0.0797695094657441,0.9670833333333333,0.08465536704286933
43,0.9737061771606165,0.07568051914788645,0.9154166666666667,0.21064887707432112
44,0.9720833333333333,0.07878544203316172,0.95875,0.10415552030007044
45,0.9658333333333333,0.0791884026179711,0.9425,0.15170142151415347
46,0.9733333333333334,0.07247474549959103,0.9145833333333333,0.2198218907788396
47,0.965,0.0926428372040391,0.9720833333333333,0.07305142146224777
48,0.9766666666666667,0.07046337726215522,0.9233333333333333,0.19114038893332083
49,0.96875,0.07921879569689433,0.9579166666666666,0.10747542402086159
50,0.9695833333333334,0.08475646418829759,0.94,0.15735528166716298
51,0.9695325543566021,0.0892257989696748,0.91875,0.2197839079797268
52,0.97,0.07842916559583198,0.9666666666666667,0.08115983160212636
53,0.9641666666666666,0.09077877271299561,0.91625,0.20140297314773004
54,0.9708333333333333,0.07589563141266505,0.9570833333333333,0.10885186738645038
55,0.9783333333333334,0.06558997674534718,0.93375,0.17384597335321209
56,0.97625,0.07292680855840444,0.9070833333333334,0.22096727485458056
57,0.96875,0.08162523865699768,0.96,0.0941969776370873
58,0.9712020030403774,0.07613321352059733,0.9179166666666667,0.20335601502408585
59,0.9708333333333333,0.08802617634336153,0.9616666666666667,0.10511139164678752
60,0.9733333333333334,0.0723163657511274,0.9295833333333333,0.18005880321531245
61,0.9675,0.08284759846826395,0.9104166666666667,0.22377121303230524
62,0.9733333333333334,0.07383533991873265,0.9654166666666667,0.08495048593884955
63,0.96625,0.09128736710796753,0.9170833333333334,0.20658949175849556
64,0.9741666666666666,0.08285169063756863,0.9554166666666667,0.11071587928881248
65,0.9661936560934892,0.09862376724638804,0.9429166666666666,0.16209303041842454
66,0.9704166666666667,0.08203524890045324,0.9083333333333333,0.23032666188975176
67,0.9704166666666667,0.08099872931838036,0.9679166666666666,0.08590846801487108
68,0.9683333333333334,0.07685299118670325,0.9179166666666667,0.21025795344263315
69,0.9716666666666667,0.08262132686873278,0.95375,0.10850230182831486
70,0.9745833333333334,0.07569834681227804,0.9366666666666666,0.16812300507289668
71,0.9654166666666667,0.08544847109044591,0.91625,0.21696790414551895
72,0.9686978299152075,0.08029831802233034,0.9683333333333334,0.08162188764040669
73,0.9741666666666666,0.07055795033151904,0.9154166666666667,0.21244672702004513
74,0.96375,0.09501635882382592,0.9558333333333333,0.10376105361385271
